Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade,Final_Score,Hours_Bucket,Anxiety_Bucket,Study_Efficiency,Academic_Risk_Index,Engagement_Index,Wellness_Score,Learning_Efficiency
STU01102,18,Male,0.31,76.8,5.7,4.1,4.1,2.77,No,Hybrid,Average,Average,Yes,1,High,5.7,C,59.21,0-2,High (5-7),0.23808,-0.9066666666666663,49.65,19.4,0.16837254901960785
STU01103,18,Female,4.56,80.3,7.0,4.4,3.9,3.15,Yes,Online,Poor,Good,Yes,3,Middle,2.7,A,85.25,4-6,Low (1-3),3.6616799999999996,-2.6333333333333333,83.80000000000001,39.9,2.931428571428571
STU01104,24,Male,0.66,93.7,6.5,6.9,5.2,2.43,Yes,Offline,Average,Poor,No,0,Middle,7.5,Fail,49.14875000000002,0-2,Very High (7-10),0.6184200000000001,1.6733333333333338,39.46,8.0,0.25867741935483873
STU01105,22,Female,6.46,68.4,6.5,3.1,5.5,2.33,Yes,Online,Average,Excellent,No,1,Middle,5.6,B,78.59,6-8,High (5-7),4.41864,0.07333333333333325,56.739999999999995,32.7,2.3156615384615384
STU01106,21,Male,5.11,84.8,7.5,4.9,2.8,3.12,No,Hybrid,Poor,Good,No,2,High,4.5,B,82.35,4-6,Moderate (3-5),4.33328,-2.173333333333334,69.25,37.0,4.195578947368421
STU01107,24,Female,5.1,88.3,6.8,7.1,3.9,3.62,Yes,Hybrid,Average,Poor,No,1,Middle,3.2,B,83.81,4-6,Moderate (3-5),4.503299999999999,-2.506666666666667,60.62,22.9,3.767755102040816
STU01108,20,Female,4.72,80.0,5.8,4.7,5.5,2.28,No,Hybrid,Good,Average,No,1,Middle,6.3,B,79.08,4-6,High (5-7),3.776,0.9400000000000004,56.16,15.600000000000001,1.6556307692307688
STU01109,18,Female,7.61,80.6,7.8,1.6,1.2,3.01,Yes,Hybrid,Average,Poor,No,3,Middle,5.5,A,95.37,6-8,High (5-7),6.13366,-3.2533333333333334,85.07000000000001,53.5,10.411863636363634
STU01110,17,Female,4.41,92.3,8.6,4.2,2.5,3.03,Yes,Offline,Good,Average,No,2,Middle,1.5,A,91.09,4-6,Low (1-3),4.07043,-3.3266666666666667,70.15,60.5,3.8177999999999996
STU01111,24,Male,7.07,76.8,7.2,7.3,5.1,3.42,Yes,Offline,Poor,Good,No,2,Low,2.1,A,99.13,6-8,Low (1-3),5.42976,-2.006666666666667,71.93,29.2,3.963836065573771
STU01112,19,Female,6.11,86.9,7.4,3.8,4.5,2.33,Yes,Offline,Good,Good,No,1,High,3.9,A,87.58,6-8,Moderate (3-5),5.309590000000001,-0.5933333333333337,63.09,43.3,2.588418181818182
STU01113,24,Male,5.71,86.4,6.7,4.8,2.6,3.68,No,Hybrid,Good,Average,No,3,Low,3.4,A,87.33,4-6,Moderate (3-5),4.933440000000001,-3.7600000000000007,81.69,32.8,5.83688888888889
STU01114,22,Female,5.93,82.9,8.9,8.6,5.8,3.48,No,Offline,Good,Average,Yes,1,Low,5.4,B,80.68,4-6,High (5-7),4.915970000000001,-0.35999999999999943,68.95,29.799999999999997,3.0347647058823526
STU01115,17,Female,5.22,83.1,7.5,4.5,5.2,3.39,No,Offline,Poor,Average,No,3,Low,6.5,A,94.26,4-6,High (5-7),4.33782,-1.3800000000000008,78.9,33.0,2.85416129032258
STU01116,22,Male,2.81,89.2,6.0,6.7,4.1,3.74,No,Offline,Average,Average,Yes,2,Middle,4.3,B,76.3,2-4,Moderate (3-5),2.50652,-2.446666666666667,72.11,13.600000000000001,2.060666666666667
STU01117,23,Female,6.43,95.6,8.3,7.2,0.5,3.23,Yes,Hybrid,Average,Excellent,Yes,2,Middle,6.4,A,88.73,6-8,High (5-7),6.14708,-1.7599999999999998,85.53,27.799999999999997,13.845933333333333
STU01118,19,Female,6.43,70.3,9.3,8.8,2.8,3.23,No,Offline,Good,Average,Yes,3,Middle,1.3,A,97.88,6-8,Low (1-3),4.520289999999999,-2.1599999999999993,85.41,45.1,5.4655
STU01119,19,Male,4.71,91.4,7.4,4.0,4.5,3.43,No,Offline,Average,Good,No,2,High,4.5,A,93.18,4-6,Moderate (3-5),4.30494,-2.5266666666666673,70.69,40.5,2.937327272727273
STU01120,18,Male,6.46,74.2,5.8,9.2,4.3,2.54,No,Offline,Good,Average,No,1,High,4.7,C,65.63,6-8,Moderate (3-5),4.79332,0.9866666666666664,59.06,-2.1000000000000014,3.095924528301887
STU01121,24,Male,6.8,72.1,4.9,3.3,4.6,2.08,No,Offline,Good,Average,No,2,High,4.3,A,96.16,6-8,Moderate (3-5),4.9028,-0.09333333333333371,69.24000000000001,19.6,2.525714285714286
STU01122,18,Female,2.44,82.8,5.8,5.1,4.7,3.16,No,Offline,Average,Good,Yes,1,Middle,3.3,C,61.21,2-4,Moderate (3-5),2.02032,-1.953333333333334,58.44,22.6,1.352701754385965
STU01123,17,Female,4.72,82.8,9.7,8.6,6.2,3.28,No,Hybrid,Average,Good,No,3,High,1.6,A,97.45,4-6,Low (1-3),3.9081599999999996,-1.0933333333333337,77.28,49.2,2.150222222222222
STU01124,24,Male,4.11,63.5,6.0,4.4,5.8,3.03,Yes,Online,Poor,Good,No,2,High,4.9,A,87.13,4-6,Moderate (3-5),2.6098500000000002,-1.0266666666666655,57.730000000000004,23.299999999999997,1.8313676470588236
STU01125,23,Male,3.19,97.3,5.5,1.0,1.8,3.35,No,Offline,Average,Good,Yes,1,High,2.7,A,95.65,2-4,Low (1-3),3.1038699999999997,-4.866666666666667,66.49000000000001,41.9,3.8166071428571433
STU01126,22,Female,5.64,76.4,6.8,3.9,3.4,2.79,No,Offline,Good,Good,Yes,2,Low,3.2,A,94.84,4-6,Moderate (3-5),4.30896,-2.08,75.48,38.9,3.576272727272727
STU01127,23,Female,3.31,87.8,7.8,6.1,3.8,3.64,Yes,Online,Average,Average,Yes,3,Low,6.4,A,94.77,2-4,High (5-7),2.90618,-1.8466666666666667,83.05000000000001,28.299999999999997,2.5100833333333337
STU01128,19,Male,4.13,84.9,6.7,10.0,4.7,4.0,No,Hybrid,Poor,Good,No,1,Low,5.1,B,77.27,4-6,High (5-7),3.5063700000000004,-1.3999999999999995,56.35,1.700000000000001,2.8982456140350874
STU01129,17,Male,5.49,87.0,6.6,3.4,6.2,2.55,No,Hybrid,Average,Good,No,3,High,5.5,A,88.19,4-6,High (5-7),4.7763,-0.06666666666666554,81.27000000000001,32.5,1.944375
STU01130,20,Female,5.7,81.8,7.3,2.3,6.2,3.28,Yes,Online,Good,Poor,No,3,Middle,2.9,A,89.17,4-6,Low (1-3),4.6626,-2.7600000000000002,79.82,52.8,2.5966666666666662
STU01131,17,Male,5.64,84.0,8.5,4.5,3.6,3.3,No,Offline,Poor,Good,No,0,Middle,2.9,B,77.04,4-6,Low (1-3),4.7376,-2.933333333333333,50.519999999999996,53.8,4.046086956521739
STU01132,21,Male,9.47,81.7,7.6,7.1,4.4,2.67,Yes,Hybrid,Average,Poor,Yes,2,Middle,3.3,A,99.23,8-12,Moderate (3-5),7.736990000000001,-0.4066666666666672,89.09,30.6,4.682388888888888
STU01133,17,Female,3.99,77.5,6.4,5.8,4.8,3.1,Yes,Hybrid,Poor,Average,No,0,High,3.8,C,59.94,2-4,Moderate (3-5),3.0922500000000004,-1.4000000000000004,42.97,23.6,2.132586206896552
STU01134,23,Female,5.5,92.1,6.5,9.7,4.4,3.51,Yes,Online,Poor,Good,Yes,2,High,3.1,A,87.38,4-6,Moderate (3-5),5.065499999999999,-1.2866666666666662,81.34,7.199999999999999,3.5749999999999997
STU01135,21,Male,2.59,82.5,7.3,5.4,4.5,3.06,Yes,Online,Good,Excellent,Yes,1,Middle,5.2,B,76.98,2-4,High (5-7),2.1367499999999997,-1.086666666666666,58.769999999999996,30.4,1.4409818181818181
STU01136,21,Male,5.96,84.4,5.7,8.2,1.5,2.82,No,Hybrid,Average,Excellent,No,2,High,4.8,B,75.24,4-6,Moderate (3-5),5.03024,-0.8066666666666666,71.64,1.6000000000000014,6.722879999999999
STU01137,24,Male,7.31,75.3,7.3,5.2,6.4,3.62,No,Online,Average,Poor,No,2,Middle,4.1,A,95.99,6-8,Moderate (3-5),5.50443,-2.006666666666667,72.05000000000001,34.7,3.5759729729729726
STU01138,24,Male,7.43,74.6,8.7,8.1,3.3,2.91,Yes,Offline,Poor,Good,No,3,Middle,5.7,B,77.41,6-8,High (5-7),5.54278,-0.1200000000000001,82.13,29.4,5.028209302325582
STU01139,21,Female,3.73,82.7,6.7,9.0,3.9,2.71,Yes,Online,Good,Good,No,1,High,3.5,B,70.77,2-4,Moderate (3-5),3.0847100000000003,0.04666666666666597,54.27,11.5,2.0629183673469385
STU01140,20,Male,4.44,66.8,6.5,3.5,2.4,2.62,Yes,Online,Poor,Average,Yes,1,High,3.1,B,81.59,4-6,Moderate (3-5),2.96592,-2.24,58.04,38.2,3.421411764705883
STU01141,24,Female,7.52,95.2,7.5,5.8,3.0,2.43,No,Offline,Good,Good,Yes,2,Middle,1.0,A,93.26,6-8,Low (1-3),7.15904,-1.5933333333333333,88.64000000000001,43.0,4.5684000000000005
STU01142,17,Female,4.81,77.1,6.0,5.0,4.3,3.54,No,Offline,Good,Good,Yes,2,Low,3.8,B,84.85,4-6,Moderate (3-5),3.708509999999999,-2.713333333333333,73.27000000000001,23.6,3.2127169811320755
STU01143,23,Male,6.92,77.7,8.7,7.0,4.0,3.14,No,Online,Average,Excellent,No,0,Low,5.5,B,84.08,6-8,High (5-7),5.3768400000000005,-0.7800000000000002,51.84,35.5,4.34576
STU01144,17,Male,3.06,75.9,8.3,4.1,5.0,2.4,No,Hybrid,Poor,Poor,No,0,Low,7.6,C,69.1,2-4,Very High (7-10),2.32254,0.7666666666666666,39.540000000000006,39.7,1.224
STU01145,20,Female,7.77,82.2,8.0,3.1,1.4,3.33,Yes,Online,Good,Average,No,2,Middle,4.0,A,94.11,6-8,Moderate (3-5),6.38694,-3.8266666666666667,76.19,52.5,10.780875
STU01146,19,Female,7.05,86.1,7.2,6.7,2.4,2.73,No,Online,Poor,Excellent,Yes,3,Middle,6.0,A,91.25,6-8,High (5-7),6.07005,-0.42666666666666675,93.59,20.5,5.660735294117647
STU01147,18,Female,5.93,87.9,7.3,6.0,3.5,2.73,Yes,Hybrid,Good,Good,No,4,High,4.2,A,96.15,4-6,Moderate (3-5),5.21247,-0.8933333333333335,92.94999999999999,30.4,3.5975333333333332
STU01148,23,Male,3.4,74.2,7.6,5.1,5.9,2.59,Yes,Online,Average,Excellent,No,1,Middle,5.4,B,70.67,2-4,High (5-7),2.5227999999999997,0.2866666666666662,49.88000000000001,34.3,1.2762318840579707
STU01149,24,Female,4.68,69.8,5.7,5.6,2.6,3.24,No,Online,Good,Poor,No,3,Middle,3.6,B,81.83,4-6,Moderate (3-5),3.2666399999999998,-2.5466666666666673,71.96000000000001,18.2,4.212
STU01150,23,Female,5.3,79.5,6.4,4.4,2.5,3.66,No,Offline,Good,Good,No,2,Low,1.0,A,88.69,4-6,Low (1-3),4.2135,-4.686666666666667,67.69999999999999,39.0,5.542285714285714
STU01151,17,Female,5.53,79.6,6.6,4.9,1.9,2.96,No,Offline,Average,Good,No,1,High,5.3,A,97.92,4-6,High (5-7),4.40188,-1.8866666666666667,58.43000000000001,25.6,5.644413793103449
STU01152,18,Male,4.79,73.5,8.3,5.7,3.9,4.0,No,Online,Average,Poor,Yes,2,Middle,3.7,A,92.83,4-6,Moderate (3-5),3.52065,-3.5666666666666664,71.77000000000001,43.4,3.910204081632653
STU01153,22,Female,4.56,93.0,9.4,5.5,0.5,2.71,Yes,Hybrid,Average,Good,Yes,1,Middle,6.1,A,90.3,4-6,High (5-7),4.2408,-1.3866666666666667,68.88,48.2,8.238399999999999
STU01154,22,Female,5.38,70.6,6.9,1.3,3.3,2.97,No,Online,Poor,Good,Yes,3,Middle,3.0,B,84.33,4-6,Low (1-3),3.7982799999999997,-3.406666666666667,82.38,53.5,3.7159534883720933
STU01155,24,Male,7.79,72.0,7.3,9.0,5.6,2.85,No,Hybrid,Average,Average,Yes,2,Low,7.8,A,88.26,6-8,Very High (7-10),5.6088,1.7666666666666657,80.17,4.600000000000001,3.3638636363636363
STU01156,20,Female,0.98,90.1,7.3,5.9,3.1,2.31,Yes,Hybrid,Poor,Average,Yes,0,Low,6.3,D,50.57,0-2,High (5-7),0.8829799999999999,0.47999999999999954,46.98,24.6,0.5521463414634147
STU01157,22,Male,2.26,76.8,6.4,3.8,1.5,2.99,No,Offline,Poor,Good,Yes,0,Middle,3.3,A,85.04,2-4,Moderate (3-5),1.73568,-3.1133333333333337,45.5,35.1,2.70296
STU01158,23,Male,1.91,78.8,6.4,5.2,4.2,2.34,No,Online,Average,Good,Yes,0,Middle,6.0,C,55.47,0-2,High (5-7),1.5050799999999998,0.45333333333333314,45.24999999999999,20.0,0.8594999999999998
STU01159,22,Male,3.63,72.2,7.2,5.1,2.5,2.62,No,Online,Good,Excellent,No,0,Middle,4.9,B,80.6,2-4,Moderate (3-5),2.62086,-1.0733333333333333,39.77,31.799999999999997,2.7173142857142856
STU01160,19,Female,1.52,68.3,8.5,9.7,1.9,2.65,No,Offline,Average,Average,No,0,Middle,6.4,D,52.96,0-2,High (5-7),1.03816,0.7000000000000002,31.880000000000003,17.299999999999997,1.3889655172413793
STU01161,19,Male,6.11,73.4,5.5,5.5,5.3,2.64,No,Hybrid,Good,Average,No,2,High,3.9,B,79.34,6-8,Moderate (3-5),4.48474,-0.3800000000000008,67.69,15.8,2.5603809523809526
STU01162,24,Male,5.19,63.8,8.0,5.6,4.5,3.45,Yes,Online,Average,Excellent,Yes,0,High,1.9,B,80.74,4-6,Low (1-3),3.3112200000000005,-2.9000000000000004,49.089999999999996,46.3,3.255545454545455
STU01163,19,Female,4.49,87.8,5.6,8.1,3.5,3.21,Yes,Offline,Good,Excellent,Yes,2,Middle,4.4,C,66.15,4-6,Moderate (3-5),3.9422200000000003,-1.086666666666667,76.59,2.299999999999999,3.202866666666667
STU01164,22,Male,3.64,83.5,8.0,3.9,4.4,3.3,Yes,Offline,Average,Poor,Yes,3,Middle,5.7,A,87.94,2-4,High (5-7),3.0394,-1.9333333333333327,82.32000000000001,43.4,2.2244444444444444
STU01165,20,Female,5.31,99.4,6.8,8.9,3.3,2.99,No,Offline,Average,Good,No,1,Middle,3.3,B,81.11,4-6,Moderate (3-5),5.2781400000000005,-0.8133333333333335,65.69,13.600000000000001,3.6923023255813954
STU01166,21,Female,5.36,79.8,5.7,6.4,4.6,3.1,No,Offline,Poor,Average,No,1,Low,2.5,B,73.73,4-6,Low (1-3),4.27728,-1.7000000000000002,58.0,17.5,2.967142857142858
STU01167,21,Female,5.66,75.2,5.3,6.6,6.2,2.84,No,Online,Good,Poor,Yes,2,High,3.5,B,73.72,4-6,Moderate (3-5),4.2563200000000005,-0.24666666666666615,75.06,9.5,2.2325555555555554
STU01168,24,Female,3.54,90.5,6.7,6.7,7.5,3.84,No,Hybrid,Poor,Average,No,1,Middle,5.8,C,60.5,2-4,High (5-7),3.2037,-1.0133333333333328,56.82000000000001,16.1,1.5992470588235295
STU01169,18,Female,6.3,75.4,8.1,6.3,3.9,3.42,No,Offline,Poor,Average,Yes,0,High,3.0,A,87.84,6-8,Low (1-3),4.7501999999999995,-2.4399999999999995,57.06,40.5,4.397142857142857
STU01170,21,Male,2.06,90.5,6.2,4.4,5.1,2.41,Yes,Offline,Average,Excellent,No,1,High,4.2,B,80.0,2-4,Moderate (3-5),1.8643,-0.25333333333333297,52.38,27.4,0.8138688524590165
STU01171,21,Female,7.5,75.7,7.1,2.1,4.9,2.72,No,Hybrid,Poor,Good,Yes,1,Middle,2.5,A,94.13,6-8,Low (1-3),5.6775,-2.273333333333334,70.78,53.0,3.457627118644068
STU01172,19,Male,0.56,62.6,5.9,6.6,7.4,3.3,No,Offline,Average,Excellent,Yes,1,Low,8.5,D,49.14875000000002,0-2,Very High (7-10),0.35056000000000004,0.9000000000000004,44.720000000000006,0.5,0.22
STU01173,19,Female,3.81,77.2,5.8,8.1,2.3,2.36,Yes,Offline,Average,Good,No,1,Middle,7.3,D,51.67,2-4,Very High (7-10),2.94132,1.1799999999999997,52.31,-4.399999999999999,2.724727272727273
STU01174,22,Male,2.6,77.5,6.4,4.4,1.8,3.32,No,Offline,Average,Good,No,2,Middle,7.5,A,87.5,2-4,Very High (7-10),2.015,-2.0733333333333324,58.8,19.5,3.0828571428571427
STU01175,24,Female,6.58,85.7,5.7,4.7,6.4,2.46,No,Offline,Average,Good,No,1,High,4.5,B,74.3,6-8,Moderate (3-5),5.63906,0.28000000000000025,64.02000000000001,20.0,2.1874054054054057
STU01176,18,Female,2.03,76.1,7.2,6.3,4.3,3.55,No,Offline,Poor,Excellent,No,0,Low,5.6,C,59.56,2-4,High (5-7),1.5448299999999997,-1.7000000000000002,36.53,23.700000000000003,1.3597169811320753
STU01177,24,Female,8.64,83.0,5.1,6.6,6.0,2.69,No,Online,Good,Good,Yes,2,Middle,5.4,A,96.29,8-12,High (5-7),7.1712,0.6200000000000001,87.12,1.7999999999999972,3.3202285714285718
STU01178,17,Male,1.91,82.9,8.8,7.5,3.7,2.63,No,Hybrid,Average,Good,Yes,2,High,6.2,C,65.39,0-2,High (5-7),1.58339,0.54,66.89,31.9,1.068787234042553
STU01179,23,Male,9.06,71.9,6.3,1.0,6.6,3.16,Yes,Offline,Average,Excellent,No,2,High,2.9,A,85.21,8-12,Low (1-3),6.514140000000001,-2.8200000000000003,75.94,49.3,3.767052631578948
STU01180,18,Female,5.9,69.5,6.1,3.0,5.3,2.96,Yes,Hybrid,Poor,Average,No,3,Low,5.3,B,82.74,4-6,High (5-7),4.1005,-1.3866666666666658,75.5,30.1,2.7720634920634923
STU01181,18,Female,5.06,73.1,8.2,5.5,4.9,2.26,No,Hybrid,Good,Good,No,2,High,5.2,B,81.21,4-6,High (5-7),3.69886,0.6800000000000006,64.41999999999999,38.9,1.9382372881355927
STU01182,20,Male,5.87,64.4,6.5,6.9,2.8,2.94,No,Offline,Poor,Excellent,Yes,2,Low,2.5,B,72.0,4-6,Low (1-3),3.7802800000000003,-1.8133333333333335,71.37,23.0,4.541526315789474
STU01183,24,Non-Binary,9.39,81.2,8.3,6.5,2.7,3.04,No,Offline,Poor,Excellent,No,0,High,3.2,A,86.73,8-12,Moderate (3-5),7.624680000000001,-1.9466666666666672,60.650000000000006,40.9,7.715027027027027
STU01184,22,Female,6.79,86.7,5.9,4.6,7.5,1.83,No,Online,Good,Average,Yes,1,Middle,5.4,B,72.64,6-8,High (5-7),5.8869299999999996,2.173333333333333,73.05,19.799999999999997,1.4618470588235295
STU01185,20,Male,0.53,77.2,6.0,4.3,3.5,2.53,Yes,Hybrid,Poor,Good,No,2,High,7.9,C,64.56,0-2,Very High (7-10),0.40916,0.17333333333333378,52.470000000000006,14.799999999999997,0.2979777777777778
STU01186,18,Female,7.39,74.0,6.0,5.0,2.8,3.83,Yes,Online,Good,Good,No,3,Middle,4.6,A,96.82,6-8,Moderate (3-5),5.4685999999999995,-3.5266666666666673,81.77,21.200000000000003,7.448342105263158
STU01187,18,Female,5.46,68.8,8.9,2.0,6.1,2.76,No,Online,Average,Average,No,3,Middle,3.4,A,86.73,4-6,Moderate (3-5),3.75648,-1.686666666666666,73.89999999999999,68.8,2.122478873239437
STU01188,18,Male,1.77,86.7,4.9,10.0,3.3,2.92,Yes,Hybrid,Average,Good,No,0,Middle,5.6,D,50.26,0-2,High (5-7),1.53459,0.45999999999999996,39.99,-17.799999999999997,1.201953488372093
STU01189,21,Male,6.52,90.8,7.1,10.0,1.3,3.32,No,Offline,Average,Average,Yes,1,Low,5.5,A,85.69,6-8,High (5-7),5.920159999999999,-1.0399999999999991,73.88,4.5,9.411478260869565
STU01190,24,Female,2.58,59.0,9.1,5.5,3.9,3.67,Yes,Online,Good,Average,Yes,0,Middle,1.3,B,76.14,2-4,Low (1-3),1.5222,-3.7733333333333334,39.34,59.6,1.9323673469387754
STU01191,23,Female,5.36,100.0,6.2,5.4,3.8,3.3,No,Hybrid,Poor,Good,No,1,High,2.3,A,96.81,4-6,Low (1-3),5.36,-2.766666666666666,66.08,28.1,3.685
STU01192,23,Male,5.47,95.5,8.3,4.4,6.1,2.58,Yes,Hybrid,Average,Good,Yes,2,High,7.0,B,77.29,4-6,High (5-7),5.22385,0.6733333333333329,82.61,40.0,1.9876901408450707
STU01193,20,Female,3.7,75.1,7.8,1.6,3.6,2.54,No,Offline,Average,Good,No,2,High,5.0,B,81.35,2-4,Moderate (3-5),2.7786999999999997,-1.6800000000000002,61.14,55.0,2.04304347826087
STU01194,18,Female,6.3,80.2,7.7,6.6,3.7,3.01,No,Hybrid,Average,Good,No,2,High,2.5,A,95.71,6-8,Low (1-3),5.0526,-1.753333333333333,70.98,36.5,4.034680851063829
STU01195,23,Female,2.96,81.8,7.1,5.9,3.9,3.13,Yes,Offline,Good,Average,No,3,High,2.0,A,93.63,2-4,Low (1-3),2.42128,-2.326666666666666,71.6,35.5,1.8907755102040813
STU01196,19,Male,5.38,84.1,6.6,6.8,2.3,3.21,No,Offline,Good,Average,No,2,High,5.6,A,85.61,4-6,High (5-7),4.524579999999999,-1.5200000000000005,69.78,15.200000000000003,5.233272727272728
STU01197,24,Female,3.91,76.7,6.1,8.2,1.1,2.27,Yes,Offline,Average,Poor,No,2,Low,5.6,C,67.02,2-4,High (5-7),2.9989700000000004,0.42666666666666586,62.41000000000001,3.200000000000003,4.226523809523809
STU01198,23,Male,4.63,84.3,7.2,4.6,6.5,2.85,No,Hybrid,Poor,Average,No,3,High,3.7,A,89.26,4-6,Moderate (3-5),3.9030899999999997,-0.7666666666666666,77.61,37.9,1.7594
STU01199,22,Male,8.85,86.6,7.8,6.8,2.1,3.11,Yes,Offline,Poor,Good,Yes,1,Middle,4.0,A,97.75,8-12,Moderate (3-5),7.6640999999999995,-1.92,79.19,32.0,8.878548387096773
STU01200,24,Male,5.22,100.0,6.7,4.9,6.4,3.17,No,Offline,Average,Good,No,2,High,4.2,A,90.7,4-6,Moderate (3-5),5.22,-1.173333333333333,75.66,29.9,2.236135135135135
STU01201,22,Female,2.83,79.6,8.2,2.0,2.5,2.67,No,Hybrid,Average,Average,No,0,Middle,4.2,A,88.3,2-4,Moderate (3-5),2.25268,-2.44,40.33,59.4,2.1588857142857143
STU01202,23,Female,4.77,74.0,7.9,3.1,4.5,2.4,Yes,Online,Poor,Average,Yes,2,Middle,1.7,A,95.04,4-6,Low (1-3),3.5298,-1.6999999999999997,71.91,58.4,2.081454545454545
STU01203,19,Male,3.46,90.2,7.4,4.8,4.3,3.31,No,Hybrid,Poor,Good,No,2,Low,3.0,B,81.94,2-4,Low (1-3),3.12092,-2.586666666666667,66.46000000000001,41.0,2.160867924528302
STU01204,22,Female,5.05,80.0,6.6,4.4,3.4,3.25,Yes,Offline,Average,Average,No,0,Middle,5.5,B,84.9,4-6,High (5-7),4.04,-2.0666666666666664,47.15,27.5,3.730113636363636
STU01205,21,Male,5.32,81.8,7.7,6.0,4.1,3.73,Yes,Hybrid,Average,Excellent,No,2,Low,4.5,A,95.48,4-6,Moderate (3-5),4.35176,-2.5933333333333337,68.68,33.5,3.8909019607843143
STU01206,23,Male,5.17,81.2,7.2,4.5,4.9,2.89,Yes,Hybrid,Good,Good,Yes,2,High,4.6,A,88.94,4-6,Moderate (3-5),4.198040000000001,-1.1133333333333333,75.99000000000001,35.7,2.5324237288135594
STU01207,21,Non-Binary,5.17,76.8,9.4,4.3,4.0,3.32,No,Offline,Average,Average,No,2,Middle,3.1,A,90.44,4-6,Moderate (3-5),3.97056,-2.8399999999999994,66.23,63.2,3.43288
STU01208,23,Female,3.91,75.9,7.3,6.2,3.8,3.42,No,Hybrid,Good,Average,Yes,1,Middle,5.6,B,83.88,2-4,High (5-7),2.96769,-1.6399999999999997,60.09,25.200000000000003,2.785875
STU01209,17,Male,5.9,75.7,7.8,5.3,3.2,2.39,No,Offline,Average,Good,No,0,Low,4.8,B,70.06,4-6,Moderate (3-5),4.4663,-0.3466666666666667,47.980000000000004,37.1,3.3573809523809524
STU01210,17,Female,7.11,72.9,5.5,8.6,8.0,2.55,Yes,Online,Good,Poor,No,1,Low,6.6,B,79.74,6-8,High (5-7),5.183190000000001,2.6333333333333337,60.49000000000001,-7.799999999999997,2.0145
STU01211,17,Male,3.76,76.0,7.1,5.8,5.0,3.1,Yes,Online,Good,Average,No,0,Middle,4.5,C,65.79,2-4,Moderate (3-5),2.8575999999999997,-1.0999999999999996,41.68,28.5,1.9426666666666665
STU01212,22,Male,4.88,98.2,8.9,4.6,4.7,3.45,No,Offline,Average,Average,Yes,2,Middle,3.1,A,92.07,4-6,Moderate (3-5),4.79216,-2.7666666666666675,81.92,56.7,2.953684210526316
STU01213,21,Female,5.12,79.7,7.5,3.8,3.2,3.12,No,Hybrid,Poor,Good,Yes,2,Middle,3.8,A,90.29,4-6,Moderate (3-5),4.080640000000001,-2.64,75.24000000000001,44.6,3.8034285714285714
STU01214,21,Female,7.51,72.6,8.1,7.3,3.0,3.13,No,Hybrid,Average,Good,Yes,2,Low,5.5,A,86.46,6-8,High (5-7),5.45226,-0.9933333333333332,79.57,28.0,5.876575
STU01215,21,Male,7.16,70.6,6.7,5.2,3.9,4.0,No,Offline,Average,Poor,Yes,2,Middle,3.8,A,92.33,6-8,Moderate (3-5),5.0549599999999995,-3.7,77.72,29.6,5.844897959183673
STU01216,19,Female,3.54,91.9,6.4,2.3,3.7,3.64,No,Online,Good,Good,No,1,High,3.9,A,92.05,2-4,Moderate (3-5),3.25326,-3.980000000000001,57.38000000000001,40.8,2.741617021276596
STU01217,21,Female,5.14,74.4,7.3,6.4,3.0,2.32,No,Hybrid,Average,Good,No,1,Middle,4.0,B,80.53,4-6,Moderate (3-5),3.8241600000000004,-0.1733333333333329,55.18000000000001,29.0,2.9811999999999994
STU01218,19,Male,2.01,81.8,5.7,5.6,3.5,2.59,No,Hybrid,Poor,Good,Yes,1,Middle,6.5,C,58.8,2-4,High (5-7),1.6441799999999998,0.020000000000000462,56.75,9.5,1.1568666666666665
STU01219,17,Female,3.07,63.4,6.6,6.8,4.8,3.04,No,Offline,Average,Average,Yes,1,Middle,6.3,D,54.17,2-4,High (5-7),1.94638,-0.11333333333333417,52.57,13.100000000000001,1.609103448275862
STU01220,17,Female,5.03,60.0,9.6,6.5,4.8,3.01,No,Online,Average,Good,No,4,Middle,2.9,A,89.28,4-6,Low (1-3),3.0180000000000002,-1.2866666666666662,79.09,54.8,2.610396551724138
STU01221,22,Female,6.26,82.7,6.9,2.9,1.6,3.49,No,Offline,Average,Excellent,No,4,Middle,4.4,A,87.58,6-8,Moderate (3-5),5.177020000000001,-4.013333333333334,91.86000000000001,41.3,8.402846153846154
STU01222,23,Female,6.91,63.9,6.3,6.9,1.5,3.46,Yes,Online,Poor,Poor,Yes,1,Middle,4.1,A,91.46,6-8,Moderate (3-5),4.41549,-2.753333333333333,64.29,16.200000000000003,9.56344
STU01223,17,Female,4.38,82.4,8.6,2.9,4.6,2.69,No,Offline,Average,Average,Yes,1,High,8.5,B,75.61,4-6,Very High (7-10),3.6091200000000003,-0.046666666666666856,64.1,46.0,2.103964285714286
STU01224,23,Male,2.29,88.6,7.5,4.7,3.2,2.71,Yes,Offline,Average,Average,Yes,1,Low,4.3,B,71.33,2-4,Moderate (3-5),2.02894,-1.3533333333333335,60.309999999999995,38.6,1.477595238095238
